,date,datatype,station,attributes,value
135,2019-08-14T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",283
136,2019-08-15T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",261
137,2019-08-16T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",289
138,2019-08-17T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",250
139,2019-08-18T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",278
140,2019-08-19T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",294
141,2019-08-20T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",244
142,2019-08-21T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",283
143,2019-08-22T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",244
144,2019-08-23T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",233
145,2019-08-24T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",239
146,2019-08-25T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",256
147,2019-08-26T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",244
148,2019-08-27T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",261
149,2019-08-28T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",239
150,2019-08-29T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",289
151,2019-08-30T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",233
152,2019-08-31T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",239
153,2019-09-01T00:00:00,TMAX,GHCND:USW00094846,",,W,2400",228
